category,name,description,serial,productionDate,price,currency,authorised,inStock,compatibleBrands,limitedEdition,safetyCritical,hazardousMaterial
Interior Components,Gear Shift Knob Y22,Generic Gear Shift Knob,IFAT-3CB8-6862-45F2,2016-12-11,103.76,EUR,True,True,"Feramborghini,BMV",False,False,True
Interior Components,Center Console UTB,Generic Center Console,IFAT-EA60-12F5-C2D2,2023-03-27,1796.72,EUR,True,True,Feramborghini,True,False,True
Interior Components,Glove Box EQO,Compartment for storing small items.,IFAT-024B-7C56-7C26,2019-07-18,1089.04,EUR,True,True,Mecentley,True,True,True
Interior Components,Glove Box PZQ,Compartment for storing small items.,IFAT-AA23-3C6C-1E18,2022-03-13,1075.32,EUR,True,True,"Nord,Mecentley,BMV,Feramborghini,WV",True,True,True
Interior Components,Seatbelts YYR,Generic Seatbelts,IFAT-B39B-DD64-F2B7,2020-12-05,909.69,EUR,True,False,"Feramborghini,Mecentley",False,True,False
Interior Components,Gear Shift Knob KLN,Generic Gear Shift Knob,IFAT-D37C-70D2-E78E,2016-05-04,776.75,EUR,True,True,"Mecentley,Nord,WV,Feramborghini,BMV",True,True,True
Interior Components,Rearview Mirror FHM,Generic Rearview Mirror,IFAT-C2B5-F923-1A94,2024-08-24,161.35,EUR,False,True,"BMV,Feramborghini",True,False,True
Interior Components,Seat Motors YFR,Generic Seat Motors,IFAT-BF51-9921-6243,2022-12-31,383.24,EUR,True,True,"Feramborghini,Mecentley,BMV,Nord,WV",True,True,True
Interior Components,Interior Trim Panels 2F1,Generic Interior Trim Panels,IFAT-DB1D-0B0F-4F67,2023-12-18,174.73,EUR,True,False,"BMV,WV,Mecentley,Nord",False,True,True
Interior Components,Gear Shift Knob Y11,Generic Gear Shift Knob,IFAT-DD29-C6DE-6C19,2025-03-06,469.97,EUR,True,True,"Mecentley,WV,Nord,Feramborghini,BMV",False,False,False
Interior Components,"Gauges (Speedometer, Tachometer, Fuel, Temp) I1H","Generic Gauges (Speedometer, Tachometer, Fuel, Temp)",IFAT-1E5D-7563-5B9E,2024-01-17,1921.13,EUR,True,True,WV,True,True,False
Interior Components,Dashboard X8V,Generic Dashboard,IFAT-DF94-052B-A836,2019-04-19,1575.23,EUR,True,True,"WV,Feramborghini",True,True,True
Interior Components,"Gauges (Speedometer, Tachometer, Fuel, Temp) SKT","Generic Gauges (Speedometer, Tachometer, Fuel, Temp)",IFAT-7E3B-91FC-5704,2021-03-05,1312.56,EUR,False,True,"Nord,Feramborghini,Mecentley",True,False,True
Interior Components,Floor Mats R8M,Generic Floor Mats,IFAT-ACD2-87EC-A9A2,2022-10-09,1135.96,EUR,False,True,"Mecentley,WV,BMV,Feramborghini",True,True,True
Interior Components,Seats 1QZ,Provide seating for vehicle occupants.,IFAT-AF79-3D53-CCA9,2020-11-25,1754.26,EUR,True,True,"Feramborghini,BMV,WV,Mecentley",False,False,False
Interior Components,Dashboard EXS,Houses instruments and controls in front of driver.,IFAT-ACC8-454E-DA9C,2018-04-03,530.0,EUR,False,True,"WV,Feramborghini,Mecentley,Nord,BMV",False,False,True
Electrical and Ignition,Alternator TY5,Charges battery and powers electronics.,IFAT-0C6F-1E09-0FC2,2025-05-18,640.8,EUR,True,False,"WV,Nord,Mecentley,Feramborghini",False,False,True
Electrical and Ignition,Fog Lights 685,Generic Fog Lights,IFAT-63FD-A48C-E0D7,2019-06-22,1826.1,EUR,True,True,"Nord,BMV,Mecentley",True,False,True
Electrical and Ignition,Horn VFV,Generic Horn,IFAT-2BAD-3521-8BBA,2016-04-19,422.3,EUR,True,True,Feramborghini,True,True,True
Electrical and Ignition,Interior Lights GI7,Generic Interior Lights,IFAT-B1EC-E593-694C,2023-06-15,584.53,EUR,True,True,BMV,False,False,True
Electrical and Ignition,Fuse Box ZYP,Houses fuses that protect circuits.,IFAT-0210-B391-D947,2020-02-07,1795.57,EUR,True,True,Feramborghini,True,True,True
Electrical and Ignition,Fuse Box 16C,Houses fuses that protect circuits.,IFAT-D027-4C67-5AFF,2024-07-26,956.06,EUR,False,True,"BMV,WV,Nord,Mecentley",True,True,True
Electrical and Ignition,Interior Lights RDG,Generic Interior Lights,IFAT-A3FD-87AA-2D87,2023-01-24,553.13,EUR,True,True,"BMV,Mecentley,Nord",True,False,False
Electrical and Ignition,Speedometer Sensor 1RL,Generic Speedometer Sensor,IFAT-61EC-9FFB-FD06,2019-10-05,456.61,EUR,True,True,"Feramborghini,Mecentley",False,True,True
Electrical and Ignition,"Sensors (O2, MAF, MAP, Knock, TPS, etc.) 70I","Generic Sensors (O2, MAF, MAP, Knock, TPS, etc.)",IFAT-84A3-3BE1-2D68,2023-12-23,757.49,EUR,True,True,"WV,Nord,Feramborghini,BMV",True,True,False
Electrical and Ignition,Fuse Box NPM,Protects circuits with fuses.,IFAT-DB03-0A3F-B041,2017-11-03,1604.01,EUR,True,True,"BMV,Feramborghini,Nord,Mecentley,WV",True,True,False
Electrical and Ignition,Light Bulbs MEJ,Generic Light Bulbs,IFAT-884C-3C05-D440,2023-08-02,679.18,EUR,True,False,"Mecentley,Feramborghini,Nord,WV",True,True,True
Electrical and Ignition,Crankshaft Position Sensor ZJ7,Generic Crankshaft Position Sensor,IFAT-97F7-7E5D-1727,2025-02-28,52.04,EUR,True,True,"Mecentley,WV,Feramborghini",True,True,True
Electrical and Ignition,Wiring Harness 0CW,Bundle of wires for electrical connections.,IFAT-BD93-0B52-2F3E,2024-04-26,334.78,EUR,True,False,"Mecentley,Nord,WV,BMV,Feramborghini",True,True,False
Electrical and Ignition,ECU S04,Controls various engine and car functions.,IFAT-3048-8AD6-919E,2025-06-26,33.5,EUR,True,True,"BMV,Nord,Feramborghini,Mecentley,WV",True,True,True
Electrical and Ignition,Speedometer Sensor 3ZW,Measures vehicle speed.,IFAT-4272-BBA3-D74A,2025-10-01,313.28,EUR,False,True,"Nord,Mecentley,WV,BMV,Feramborghini",True,False,False
Electrical and Ignition,Wiring Harness PUX,Generic Wiring Harness,IFAT-371F-5FEC-3936,2024-04-06,714.58,EUR,False,True,"WV,Nord,Feramborghini,Mecentley,BMV",False,True,True
Electrical and Ignition,Wiring Harness F32,Generic Wiring Harness,IFAT-EF81-5FC9-ED32,2022-10-19,1916.46,EUR,True,True,WV,True,False,True
Electrical and Ignition,TPS Sensor 42N,Measures throttle position.,IFAT-3CB0-FBBE-B942,2018-07-05,1142.81,EUR,True,True,"Nord,BMV,WV,Mecentley",False,True,False
Electrical and Ignition,Ignition Switch W18,Generic Ignition Switch,IFAT-89D7-2DEC-9C03,2024-09-07,853.93,EUR,True,True,"Feramborghini,Nord,Mecentley,WV",False,True,True
Electrical and Ignition,"Sensors (O2, MAF, MAP, Knock, TPS, etc.) MQX","Generic Sensors (O2, MAF, MAP, Knock, TPS, etc.)",IFAT-A8CC-D2FA-92F3,2023-02-16,1797.14,EUR,True,True,"Feramborghini,BMV",True,True,True
Electrical and Ignition,Camshaft Position Sensor J34,Generic Camshaft Position Sensor,IFAT-021A-80C6-6720,2018-01-14,1983.88,EUR,True,True,"Nord,Mecentley,WV",True,True,False
Electrical and Ignition,Crankshaft Position Sensor ZBF,Tracks crankshaft position.,IFAT-D049-9E99-BC89,2020-03-31,903.59,EUR,True,True,"Mecentley,WV,Feramborghini,Nord",True,True,True
Electrical and Ignition,Key Fob BN2,Generic Key Fob,IFAT-75D8-C70A-619D,2022-07-21,918.95,EUR,True,True,"Feramborghini,BMV",True,False,True
Electrical and Ignition,Camshaft Position Sensor C5S,Generic Camshaft Position Sensor,IFAT-543F-0017-59F6,2023-08-30,234.68,EUR,False,False,"Feramborghini,WV,Nord,Mecentley,BMV",False,False,True
Electrical and Ignition,Knock Sensor GAV,Detects engine knock.,IFAT-40D5-37A2-17EF,2018-09-08,1533.18,EUR,True,True,"Mecentley,Nord,BMV,Feramborghini,WV",True,True,True
Electrical and Ignition,MAF Sensor X3D,Measures air intake for engine.,IFAT-D46C-2AAC-62A5,2016-10-31,1260.66,EUR,True,True,Mecentley,True,False,False
Electrical and Ignition,Starter Motor 9WK,Cranks the engine to start it.,IFAT-221F-40FB-84A7,2020-03-14,932.39,EUR,True,True,"Mecentley,Feramborghini,WV,Nord",False,True,False
Electrical and Ignition,Interior Lights 4VH,Generic Interior Lights,IFAT-B3D7-2D79-F5BA,2017-02-24,494.22,EUR,True,True,"Mecentley,Nord,Feramborghini,BMV",False,True,True
Electrical and Ignition,Camshaft Position Sensor L81,Generic Camshaft Position Sensor,IFAT-E04F-E914-43C1,2018-12-18,723.98,EUR,True,True,"WV,BMV,Nord",False,False,False
Electrical and Ignition,Horn HT4,Generic Horn,IFAT-5CDB-F6FB-130D,2022-10-01,541.11,EUR,True,True,"Nord,WV",True,False,True
Electrical and Ignition,"Sensors (O2, MAF, MAP, Knock, TPS, etc.) SMY","Generic Sensors (O2, MAF, MAP, Knock, TPS, etc.)",IFAT-0C35-B00A-8570,2025-10-01,1676.83,EUR,False,True,"Nord,BMV,Mecentley",False,True,True
Electrical and Ignition,Wiring Harness 4TZ,Bundle of wires for electrical connections.,IFAT-D11D-0979-646C,2023-10-13,940.11,EUR,True,False,WV,True,True,True
Electrical and Ignition,"Sensors (O2, MAF, MAP, Knock, TPS, etc.) 8US","Generic Sensors (O2, MAF, MAP, Knock, TPS, etc.)",IFAT-B946-CA21-61A5,2016-06-19,40.49,EUR,True,False,"Feramborghini,Mecentley,Nord",True,False,True
Electrical and Ignition,Tail Lights YY5,Signal braking and presence to rear traffic.,IFAT-653F-5710-73C8,2025-06-07,822.86,EUR,True,True,"Feramborghini,Mecentley",False,False,True
Electrical and Ignition,Electric Window Motors 26R,Generic Electric Window Motors,IFAT-2F0B-1E5F-8121,2023-06-04,1048.1,EUR,True,True,"BMV,Nord",True,False,True
Electrical and Ignition,Electric Mirror Motors 1Y8,Generic Electric Mirror Motors,IFAT-9D53-4709-5F9A,2025-01-06,1278.07,EUR,True,False,"Feramborghini,BMV",True,False,True
Electrical and Ignition,Headlights WZF,Generic Headlights,IFAT-0259-FEB2-26EB,2022-08-15,1826.18,EUR,True,True,Feramborghini,False,True,False
Electrical and Ignition,MAP Sensor 1Z2,Monitors air pressure in intake manifold.,IFAT-CF12-4106-69CE,2020-02-11,350.45,EUR,True,True,"Nord,BMV,Mecentley,Feramborghini",False,False,False
Electrical and Ignition,Speedometer Sensor ON3,Generic Speedometer Sensor,IFAT-9FA0-3CA4-4DBA,2015-06-03,1071.87,EUR,False,True,"Mecentley,BMV,Feramborghini",True,True,False
Electrical and Ignition,Headlights VVV,Generic Headlights,IFAT-037C-3926-7E77,2017-01-09,988.13,EUR,True,True,Nord,False,True,True
Electrical and Ignition,Electric Window Motors 7OQ,Generic Electric Window Motors,IFAT-6D62-C7B4-37E3,2016-10-20,659.5,EUR,True,True,"Mecentley,BMV,WV,Feramborghini",True,False,False
Electrical and Ignition,Fuse Box 8OW,Protects circuits with fuses.,IFAT-228D-6BF9-31F2,2018-07-07,1509.42,EUR,True,True,"WV,Mecentley",True,False,True
Electrical and Ignition,Alternator BD4,Generic Alternator,IFAT-C366-DB32-F30C,2017-10-21,556.33,EUR,True,True,Feramborghini,False,True,True
Electrical and Ignition,Ignition Switch YTH,Starts the vehicle.,IFAT-DB1E-D465-D939,2020-07-08,1399.06,EUR,True,True,Nord,True,False,False
Electrical and Ignition,Speedometer Sensor GOI,Measures vehicle speed.,IFAT-E195-8F27-B310,2019-07-15,979.19,EUR,False,True,Feramborghini,False,True,True
Electrical and Ignition,Light Bulbs T4W,Generic Light Bulbs,IFAT-0E87-8463-7248,2021-05-07,1724.77,EUR,True,True,Nord,True,True,True
Electrical and Ignition,Light Bulbs 9YY,Generic Light Bulbs,IFAT-6ABF-B20C-72A5,2018-02-03,406.38,EUR,True,False,"Feramborghini,BMV,WV,Mecentley",True,False,False
Electrical and Ignition,Turn Signals JFM,Indicate direction of intended turns.,IFAT-3077-2DD6-1A19,2025-12-10,867.56,EUR,True,True,Feramborghini,True,False,False
Electrical and Ignition,Fog Lights GX3,Generic Fog Lights,IFAT-4A94-CA0B-9F78,2017-06-26,1892.33,EUR,True,True,Mecentley,True,False,True
Electrical and Ignition,O2 Sensor WUU,Monitors oxygen levels in exhaust.,IFAT-98AE-0D96-6308,2023-01-08,1508.72,EUR,True,True,"Feramborghini,WV,BMV,Mecentley,Nord",False,False,False
Electrical and Ignition,Ignition Switch 3J7,Generic Ignition Switch,IFAT-39FD-CD69-82A9,2016-05-11,1366.31,EUR,True,True,BMV,False,True,True
Electrical and Ignition,Relays U1V,Generic Relays,IFAT-0971-F732-CCA2,2018-04-07,139.48,EUR,True,True,"WV,Feramborghini,Mecentley,Nord",True,False,True
Electrical and Ignition,Knock Sensor URB,Detects engine knock.,IFAT-850B-2ED2-86E3,2023-09-26,21.14,EUR,True,True,BMV,True,True,True
Electrical and Ignition,Battery 7WQ,Powers vehicle electronics and starts engine.,IFAT-FF83-D626-97CE,2021-01-18,300.79,EUR,True,True,"Feramborghini,BMV,WV,Nord,Mecentley",True,True,True
Electrical and Ignition,Ignition Switch X5U,Starts the vehicle.,IFAT-E963-30E6-769D,2018-03-14,765.46,EUR,True,True,"Mecentley,BMV",True,True,True
Electrical and Ignition,Tail Lights MUF,Generic Tail Lights,IFAT-4065-FB03-6852,2020-05-11,568.49,EUR,True,True,"WV,Feramborghini,BMV,Nord",False,False,True
Electrical and Ignition,Knock Sensor HXO,Detects engine knock.,IFAT-35E3-D2C8-E1F5,2018-10-31,966.4,EUR,True,True,"Mecentley,Feramborghini",True,True,False
Electrical and Ignition,Knock Sensor PT4,Detects engine knock.,IFAT-51E2-348F-2855,2018-09-03,767.87,EUR,True,True,"BMV,WV,Mecentley",True,True,True
Electrical and Ignition,Speedometer Sensor DPH,Generic Speedometer Sensor,IFAT-49F6-2D6C-7BAA,2016-02-26,1835.61,EUR,True,True,"BMV,WV",True,True,False
Electrical and Ignition,Key Fob 6Y4,Generic Key Fob,IFAT-0B6D-63A0-3FED,2015-04-10,115.24,EUR,False,True,"Nord,BMV,Feramborghini,Mecentley",False,False,True
Electrical and Ignition,Fuse Box CBA,Houses fuses that protect circuits.,IFAT-50CD-BC68-E29C,2015-05-16,236.57,EUR,True,True,"Nord,BMV,Feramborghini,WV,Mecentley",True,False,False
Electrical and Ignition,Ignition Switch 2AT,Starts the vehicle.,IFAT-E833-B3BE-A26F,2021-12-07,699.53,EUR,True,True,"Feramborghini,WV,BMV",False,True,False
Electrical and Ignition,Horn 9HD,Generic Horn,IFAT-8D4B-AF76-7C76,2025-03-20,1083.02,EUR,True,True,"Feramborghini,BMV,WV",True,True,False
Electrical and Ignition,Headlights 6ZY,Generic Headlights,IFAT-07F0-5D97-84E3,2023-02-10,1926.13,EUR,True,True,"BMV,WV,Mecentley,Feramborghini,Nord",True,True,True
Electrical and Ignition,Headlights 6JP,Generic Headlights,IFAT-3C04-1B49-A818,2020-07-01,663.86,EUR,True,False,"Feramborghini,Nord,WV",True,True,True
Electrical and Ignition,Key Fob U4M,Remote key with lock/unlock functions.,IFAT-BD99-50A6-C35E,2021-03-28,1177.1,EUR,True,True,"Feramborghini,Mecentley",False,False,False
Electrical and Ignition,Fuse Box IFC,Generic Fuse Box,IFAT-26C2-D057-68D4,2018-10-27,229.25,EUR,True,True,"BMV,Nord",True,True,True
Electrical and Ignition,Relays AM0,Electrically operated switches.,IFAT-6DA3-32A3-6D44,2020-03-24,1760.59,EUR,True,True,"Feramborghini,WV",True,True,False
Electrical and Ignition,Horn 819,Generic Horn,IFAT-3470-A7F0-67EC,2020-02-07,1624.38,EUR,True,True,Nord,True,True,True
Electrical and Ignition,Knock Sensor QDH,Detects engine knock.,IFAT-EBD7-3072-A42A,2018-05-09,540.94,EUR,False,True,"WV,BMV,Nord,Mecentley",True,True,False
Electrical and Ignition,Camshaft Position Sensor ES2,Generic Camshaft Position Sensor,IFAT-23E9-D076-FEA7,2025-05-17,473.46,EUR,True,True,"Feramborghini,WV,Mecentley,BMV,Nord",False,False,False
Electrical and Ignition,ECU / PCM / BCM E40,Generic ECU / PCM / BCM,IFAT-ACF2-F890-D488,2020-08-22,259.47,EUR,True,True,"BMV,Mecentley,WV,Feramborghini,Nord",False,False,False
Electrical and Ignition,Crankshaft Position Sensor 10Y,Tracks crankshaft position.,IFAT-C63B-2F69-97B2,2019-07-16,1897.1,EUR,True,True,"Feramborghini,WV,Mecentley,Nord",True,True,True
Electrical and Ignition,Alternator R7P,Generic Alternator,IFAT-EF8A-B36C-ED8F,2023-07-09,974.77,EUR,True,False,"WV,Mecentley,Nord",False,True,True
Electrical and Ignition,Wiring Harness M1Y,Bundle of wires for electrical connections.,IFAT-84AE-39C9-12F2,2023-11-21,1438.31,EUR,True,True,"WV,BMV,Mecentley,Nord,Feramborghini",True,False,True
Electrical and Ignition,Ignition Coils BT9,Generic Ignition Coils,IFAT-1252-725D-D8AC,2018-05-17,1107.69,EUR,True,True,"Feramborghini,Nord,Mecentley,BMV",True,False,False
Electrical and Ignition,Relays I7S,Generic Relays,IFAT-5998-672D-4FC9,2019-12-20,1650.8,EUR,True,True,"Nord,BMV",False,True,True
Electrical and Ignition,Starter Motor CNL,Turns engine to initiate operation.,IFAT-8A13-382E-DDBA,2015-01-21,685.89,EUR,True,True,Mecentley,True,True,True
Electrical and Ignition,Crankshaft Position Sensor VRL,Generic Crankshaft Position Sensor,IFAT-2C7D-50FC-0CBC,2018-01-09,1709.44,EUR,True,True,BMV,True,False,True
Electrical and Ignition,Ignition Switch 07C,Starts the vehicle.,IFAT-685A-4944-B449,2024-04-21,1705.55,EUR,True,True,"Nord,Mecentley,BMV,WV",False,True,False
Electrical and Ignition,Turn Signals JT1,Indicate direction of intended turns.,IFAT-167D-D978-FBBF,2015-03-05,1810.56,EUR,True,True,"Feramborghini,Nord,Mecentley",False,True,False
Electrical and Ignition,Electric Mirror Motors J70,Generic Electric Mirror Motors,IFAT-6004-317F-72E7,2017-02-01,1455.61,EUR,True,False,"BMV,WV",True,True,True
Electrical and Ignition,Crankshaft Position Sensor YLM,Tracks crankshaft position.,IFAT-29B8-7645-0A73,2024-01-20,1506.83,EUR,True,True,"Nord,WV,Feramborghini,BMV",False,True,True
Electrical and Ignition,Voltage Regulator 9IZ,Controls alternator output.,IFAT-A893-4CAC-736D,2020-09-12,877.75,EUR,True,True,"WV,Mecentley,BMV,Nord,Feramborghini",True,True,True
Electrical and Ignition,Wiring Harness BAH,Generic Wiring Harness,IFAT-5801-5D03-750D,2017-05-05,1615.91,EUR,True,True,"WV,Feramborghini",True,False,True
Electrical and Ignition,Crankshaft Position Sensor 7L6,Generic Crankshaft Position Sensor,IFAT-4372-9246-1A83,2018-07-06,611.84,EUR,True,True,"Feramborghini,BMV,Mecentley,Nord,WV",True,False,False
Electrical and Ignition,Ignition Coils 226,Generic Ignition Coils,IFAT-5FA5-33CF-45A2,2020-09-20,1938.29,EUR,True,True,"BMV,Nord,Feramborghini,WV,Mecentley",True,False,True
Electrical and Ignition,Tail Lights XPD,Signal braking and presence to rear traffic.,IFAT-F812-6C50-F85D,2023-01-25,67.56,EUR,True,False,"WV,Feramborghini",True,True,False
Electrical and Ignition,Camshaft Position Sensor UDI,Tracks camshaft position.,IFAT-BC46-08B0-A806,2018-09-01,732.03,EUR,False,True,"BMV,Feramborghini,Mecentley",False,False,True
Electrical and Ignition,Fuse Box VJZ,Protects circuits with fuses.,IFAT-44D1-6126-0E98,2021-08-15,1237.4,EUR,True,True,"BMV,WV,Mecentley",True,True,True
Electrical and Ignition,Fuse Box 7UD,Protects circuits with fuses.,IFAT-FCE1-3A65-718B,2021-05-08,1619.51,EUR,True,True,"Mecentley,BMV",False,False,True
Electrical and Ignition,MAF Sensor P9T,Measures air intake for engine.,IFAT-748A-9AF3-4D08,2020-06-22,1417.84,EUR,True,True,"WV,BMV",False,True,True
Electrical and Ignition,Camshaft Position Sensor 1NU,Tracks camshaft position.,IFAT-074E-93F5-3BBE,2019-08-22,1512.6,EUR,True,True,"Feramborghini,Nord,WV,Mecentley,BMV",True,True,True
Electrical and Ignition,Turn Signals RA6,Indicate direction of intended turns.,IFAT-2D89-6CFF-92DD,2017-01-20,1383.37,EUR,True,True,"Nord,Feramborghini,Mecentley,BMV",False,False,True
Electrical and Ignition,Speedometer Sensor V1R,Measures vehicle speed.,IFAT-46B3-C2C7-949D,2020-04-04,637.12,EUR,True,False,Nord,False,False,True
Electrical and Ignition,Ignition Switch 4F2,Generic Ignition Switch,IFAT-9CF2-C28D-8947,2022-12-16,1642.67,EUR,False,True,"Nord,Feramborghini,WV,BMV,Mecentley",False,False,True
Electrical and Ignition,Voltage Regulator COW,Generic Voltage Regulator,IFAT-7844-BBC2-5D66,2024-07-29,140.83,EUR,True,True,"Feramborghini,Mecentley",False,True,True
Electrical and Ignition,Relays WKV,Generic Relays,IFAT-45F4-39CD-D71B,2019-11-05,1574.89,EUR,True,False,"Feramborghini,Mecentley,BMV",False,True,True
Suspension,Strut Tower Brace HM3,Improves chassis rigidity and cornering.,IFAT-2E8F-0FBA-26DC,2015-05-08,846.04,EUR,False,True,BMV,False,False,True
Suspension,Lowering Springs 4C4,Lowers ride height and improves handling.,IFAT-B896-5ADB-3000,2023-12-18,1397.17,EUR,True,False,"BMV,WV",True,True,True
Suspension,Sway Bars ABC,Reduces body roll in aggressive turns.,IFAT-6BAC-BFDC-1140,2024-12-15,1353.58,EUR,False,True,"WV,Mecentley,Nord,BMV",True,True,False
Suspension,Adjustable Coilovers GYW,Allow height and damping adjustment.,IFAT-6C3E-4BB9-C297,2023-07-19,478.48,EUR,True,True,Mecentley,False,False,True
Suspension,Lowering Springs 47T,Lowers ride height and improves handling.,IFAT-B25B-1E66-B749,2015-07-14,1737.77,EUR,True,False,Nord,True,False,True
Suspension,Adjustable Coilovers ZUL,Allow height and damping adjustment.,IFAT-9E5C-EB67-0CCF,2020-05-01,1471.25,EUR,True,False,"Mecentley,WV,Feramborghini,BMV,Nord",False,True,False
Suspension,Sway Bars S6M,Reduces body roll in aggressive turns.,IFAT-3C2A-BD97-20B5,2022-11-02,1055.94,EUR,True,True,"WV,Feramborghini,Nord",True,True,True
Suspension,Strut Tower Brace W2H,Improves chassis rigidity and cornering.,IFAT-F1BC-F6ED-AB09,2017-07-26,1601.12,EUR,True,False,"Feramborghini,WV,Nord",True,True,True
Suspension,Lowering Springs NZ3,Lowers ride height and improves handling.,IFAT-67BF-4BE9-EA27,2020-11-19,1575.16,EUR,False,True,"WV,Nord,Mecentley,BMV",True,False,False
Suspension,Sway Bars VQI,Reduces body roll in aggressive turns.,IFAT-AFF2-C135-953D,2019-01-01,440.46,EUR,True,True,"Nord,Mecentley,WV",True,True,True
Suspension,Lowering Springs NST,Lowers ride height and improves handling.,IFAT-F55C-E8DB-6989,2024-09-19,1334.25,EUR,True,True,"BMV,Feramborghini,Nord,Mecentley,WV",True,True,False
Suspension,Adjustable Coilovers ETN,Allow height and damping adjustment.,IFAT-4741-DAC6-12B5,2015-10-13,633.38,EUR,True,True,BMV,False,False,False
Suspension,Adjustable Coilovers 10C,Allow height and damping adjustment.,IFAT-D382-EB06-C67C,2025-11-20,1868.07,EUR,True,True,Feramborghini,False,False,True
Suspension,Adjustable Coilovers LFB,Allow height and damping adjustment.,IFAT-C63D-4F7E-F142,2021-07-21,715.18,EUR,False,True,"WV,Nord,BMV,Mecentley,Feramborghini",True,False,False
Suspension,Strut Tower Brace LCX,Improves chassis rigidity and cornering.,IFAT-5FC2-3AF9-257F,2016-10-19,619.07,EUR,True,True,Mecentley,False,False,True
Suspension,Lowering Springs 6H9,Lowers ride height and improves handling.,IFAT-9EA9-0A8B-80B8,2019-01-11,1047.64,EUR,True,True,Mecentley,True,True,False
Suspension,Lowering Springs X6F,Lowers ride height and improves handling.,IFAT-885D-A026-42CF,2024-06-04,442.7,EUR,True,False,WV,True,True,True
Suspension,Adjustable Coilovers 8J5,Allow height and damping adjustment.,IFAT-73CC-0E4C-E9F1,2024-03-19,493.61,EUR,True,True,"Feramborghini,Nord,WV",True,False,False
Suspension,Sway Bars 2TM,Reduces body roll in aggressive turns.,IFAT-CAF0-858A-4787,2015-09-20,1009.19,EUR,True,True,"Nord,Feramborghini,Mecentley,WV",False,False,True
Electronics,Launch Control Module MES,Optimizes power delivery off the line.,IFAT-5DE3-5BCD-3342,2017-03-24,1952.34,EUR,True,True,"BMV,Nord,WV,Feramborghini",True,True,True
Electronics,Launch Control Module QME,Optimizes power delivery off the line.,IFAT-5D2B-51C9-078B,2016-07-02,1991.02,EUR,True,False,"WV,Nord,Feramborghini,Mecentley",True,True,True
Electronics,Launch Control Module EXY,Optimizes power delivery off the line.,IFAT-1FC6-F301-839A,2015-04-24,1806.34,EUR,True,True,WV,False,False,True
Electronics,Launch Control Module RPO,Optimizes power delivery off the line.,IFAT-1A13-90A8-37F4,2019-12-08,969.74,EUR,True,True,"WV,BMV,Feramborghini",False,True,True
Safety Systems,Crumple Zones NTV,Generic Crumple Zones,IFAT-8588-39F9-BFE9,2024-02-08,1877.28,EUR,True,False,"Nord,WV",True,True,False
Safety Systems,Crash Sensors P2B,Generic Crash Sensors,IFAT-1C3D-FF75-0840,2021-10-08,1220.46,EUR,True,True,"Nord,BMV",True,False,True
Safety Systems,Crash Sensors WUE,Generic Crash Sensors,IFAT-B5F8-9299-7EDA,2017-04-23,296.17,EUR,True,True,"Nord,BMV,WV",False,False,False
Safety Systems,Roll Cage (in racing cars) 1T8,Generic Roll Cage (in racing cars),IFAT-7039-C03E-A92B,2016-09-02,1392.84,EUR,False,True,"Nord,BMV",False,False,True
Safety Systems,"Airbags (Front, Side, Curtain, Knee) ZKE","Generic Airbags (Front, Side, Curtain, Knee)",IFAT-317C-8F48-4B62,2019-10-30,1755.23,EUR,True,True,"Nord,WV,Feramborghini",False,True,True
Safety Systems,Crumple Zones NB6,Generic Crumple Zones,IFAT-684D-D574-D697,2025-11-12,1574.69,EUR,True,True,Feramborghini,False,False,True
Safety Systems,Seatbelt Pretensioners CU9,Generic Seatbelt Pretensioners,IFAT-0420-50A8-9400,2020-12-23,663.33,EUR,True,True,"Mecentley,Nord,Feramborghini,WV",False,True,False
Safety Systems,Roll Cage (in racing cars) KH9,Generic Roll Cage (in racing cars),IFAT-BF9A-5D1D-9D7D,2016-12-29,854.0,EUR,True,True,Feramborghini,True,True,False
Safety Systems,Crumple Zones 8XS,Generic Crumple Zones,IFAT-A339-A0CD-8412,2023-08-26,567.17,EUR,False,True,Mecentley,True,False,False
Safety Systems,Seatbelt Pretensioners 9SV,Generic Seatbelt Pretensioners,IFAT-06F7-3D67-30BD,2023-12-24,869.01,EUR,True,True,"Feramborghini,WV",False,True,True
Safety Systems,"Airbags (Front, Side, Curtain, Knee) Q8M","Generic Airbags (Front, Side, Curtain, Knee)",IFAT-2425-0355-4730,2022-09-23,1750.75,EUR,False,True,BMV,True,True,False
Safety Systems,Roll Cage (in racing cars) 1AI,Generic Roll Cage (in racing cars),IFAT-3F8A-04CA-6EAF,2020-06-30,336.59,EUR,True,True,"Nord,BMV",True,False,True
Safety Systems,Roll Cage (in racing cars) XUV,Generic Roll Cage (in racing cars),IFAT-2385-8180-3ADE,2025-06-26,1617.81,EUR,True,True,"Nord,BMV,Feramborghini,Mecentley",True,True,True
Safety Systems,Seatbelt Pretensioners QKA,Generic Seatbelt Pretensioners,IFAT-F58D-403D-6C8F,2017-03-01,1797.45,EUR,True,True,"Nord,Mecentley,WV,Feramborghini,BMV",False,True,True
Safety Systems,Seatbelt Pretensioners 7NU,Generic Seatbelt Pretensioners,IFAT-62EE-D5F3-C314,2024-09-28,535.02,EUR,True,False,"Nord,WV,Feramborghini",False,True,False
